"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","236","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:14:22 UTC 2026","passed","Sat Mar 14 15:14:22 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","15280","Admin Can Login With Correct Data","tests.ui","Sat Mar 14 15:15:23 UTC 2026","passed","Sat Mar 14 15:15:38 UTC 2026","TestLoginUser","test_login_user","",""
"","275","Create Patient With New Person Disabled User","tests.api.open_msr","Sat Mar 14 15:14:23 UTC 2026","passed","Sat Mar 14 15:14:23 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","127","Create Patient With New Person Admin","tests.api.open_msr","Sat Mar 14 15:14:21 UTC 2026","passed","Sat Mar 14 15:14:22 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","87","Create Patient Missing Person","tests.api.open_msr","Sat Mar 14 15:14:23 UTC 2026","passed","Sat Mar 14 15:14:23 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","4185","Delete Visit","tests.ui","Sat Mar 14 15:15:17 UTC 2026","passed","Sat Mar 14 15:15:21 UTC 2026","TestVisitActions","test_visit_actions","",""
"","7662","Create patient with valid data","tests.ui","Sat Mar 14 15:14:43 UTC 2026","passed","Sat Mar 14 15:14:51 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","88","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:14:23 UTC 2026","passed","Sat Mar 14 15:14:23 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","8237","User without Add/Edit Patients privilege cannot create patient","tests.ui","Sat Mar 14 15:16:51 UTC 2026","passed","Sat Mar 14 15:16:59 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","77","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:14:23 UTC 2026","passed","Sat Mar 14 15:14:23 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","4916","Search Patient By Fullname By Admin","tests.ui","Sat Mar 14 15:14:38 UTC 2026","passed","Sat Mar 14 15:14:43 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","50","Update Visit Invalid Stop Datetime","tests.api.open_msr","Sat Mar 14 15:14:28 UTC 2026","passed","Sat Mar 14 15:14:29 UTC 2026","TestCreateVisit","test_create_visit","",""
