"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:09:54 UTC 2026","passed","Sat Mar 14 15:09:54 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","76","Create Patient With New Person Invalid Nested Person","tests.api.open_msr","Sat Mar 14 15:09:54 UTC 2026","passed","Sat Mar 14 15:09:54 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","2299","Search Patient By Nonexistent Fullname By Admin","tests.ui","Sat Mar 14 15:10:25 UTC 2026","passed","Sat Mar 14 15:10:28 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","7299","User without Add/Edit Patients privilege cannot create patient","tests.ui","Sat Mar 14 15:11:32 UTC 2026","passed","Sat Mar 14 15:11:40 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","75","Create Patient With New Person Invalid Nested Person","tests.api.open_msr","Sat Mar 14 15:09:54 UTC 2026","passed","Sat Mar 14 15:09:55 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","69","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:09:55 UTC 2026","passed","Sat Mar 14 15:09:55 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","258","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:51 UTC 2026","passed","Sat Mar 14 15:09:51 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","6453","Cancel End Visit","tests.ui","Sat Mar 14 15:12:12 UTC 2026","passed","Sat Mar 14 15:12:19 UTC 2026","TestVisitActions","test_visit_actions","",""
"","5252","Search Patient By ID By Admin","tests.ui","Sat Mar 14 15:12:50 UTC 2026","passed","Sat Mar 14 15:12:56 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","45","Update Visit Invalid Stop Datetime","tests.api.open_msr","Sat Mar 14 15:09:59 UTC 2026","passed","Sat Mar 14 15:09:59 UTC 2026","TestCreateVisit","test_create_visit","",""
"","214","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:52 UTC 2026","passed","Sat Mar 14 15:09:52 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","19","Create Visit Invalid Required Fields","tests.api.open_msr","Sat Mar 14 15:09:57 UTC 2026","passed","Sat Mar 14 15:09:57 UTC 2026","TestCreateVisit","test_create_visit","",""
"","51","Update Visit Invalid Stop Datetime","tests.api.open_msr","Sat Mar 14 15:09:59 UTC 2026","passed","Sat Mar 14 15:09:59 UTC 2026","TestCreateVisit","test_create_visit","",""
"","8799","Create Visit For Patient","tests.ui","Sat Mar 14 15:12:55 UTC 2026","passed","Sat Mar 14 15:13:03 UTC 2026","TestVisitActions","test_visit_actions","",""
"","4229","End Visit","tests.ui","Sat Mar 14 15:10:39 UTC 2026","passed","Sat Mar 14 15:10:44 UTC 2026","TestVisitActions","test_visit_actions","",""
"","75","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:09:54 UTC 2026","passed","Sat Mar 14 15:09:54 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","224","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:53 UTC 2026","passed","Sat Mar 14 15:09:53 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","8494","Create patient by user with role: Organizational: Doctor","tests.ui","Sat Mar 14 15:11:22 UTC 2026","passed","Sat Mar 14 15:11:30 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","22","Create Person Invalid","tests.api.open_msr","Sat Mar 14 15:09:55 UTC 2026","passed","Sat Mar 14 15:09:55 UTC 2026","","test_create_person","",""
"","323","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:48 UTC 2026","passed","Sat Mar 14 15:09:49 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","6426","End Visit","tests.ui","Sat Mar 14 15:11:50 UTC 2026","passed","Sat Mar 14 15:11:56 UTC 2026","TestVisitActions","test_visit_actions","",""
"","10416","Create patient with valid data","tests.ui","Sat Mar 14 15:12:03 UTC 2026","passed","Sat Mar 14 15:12:13 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","277","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:52 UTC 2026","passed","Sat Mar 14 15:09:53 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","20","Create Person Invalid","tests.api.open_msr","Sat Mar 14 15:09:55 UTC 2026","passed","Sat Mar 14 15:09:55 UTC 2026","","test_create_person","",""
"","54","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 15:09:55 UTC 2026","passed","Sat Mar 14 15:09:56 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","20","Create Person Invalid","tests.api.open_msr","Sat Mar 14 15:09:55 UTC 2026","passed","Sat Mar 14 15:09:55 UTC 2026","","test_create_person","",""
"","285","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 15:09:50 UTC 2026","passed","Sat Mar 14 15:09:51 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","25","Create Visit Invalid Required Fields","tests.api.open_msr","Sat Mar 14 15:09:56 UTC 2026","passed","Sat Mar 14 15:09:56 UTC 2026","TestCreateVisit","test_create_visit","",""
