"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86","Create Visit With Another Ended Visit","tests.api.open_msr","Sat Mar 14 13:18:56 UTC 2026","passed","Sat Mar 14 13:18:56 UTC 2026","TestCreateVisit","test_create_visit","",""
"","56","Update Person Invalid","tests.api.open_msr","Sat Mar 14 13:18:58 UTC 2026","passed","Sat Mar 14 13:18:58 UTC 2026","TestUpdatePerson","test_update_person","",""
"","7983","Create patient with valid data","tests.ui","Sat Mar 14 13:19:13 UTC 2026","passed","Sat Mar 14 13:19:21 UTC 2026","TestCreatePatientByUser","test_add_patient_by_user","",""
"","27","Create Visit Invalid Required Fields","tests.api.open_msr","Sat Mar 14 13:18:54 UTC 2026","passed","Sat Mar 14 13:18:54 UTC 2026","TestCreateVisit","test_create_visit","",""
"","57","Update Visit Invalid Stop Datetime","tests.api.open_msr","Sat Mar 14 13:18:56 UTC 2026","passed","Sat Mar 14 13:18:57 UTC 2026","TestCreateVisit","test_create_visit","",""
"","4002","Search Patient By Nonexistent Fullname By Admin","tests.ui","Sat Mar 14 13:21:56 UTC 2026","passed","Sat Mar 14 13:22:00 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","70","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 13:18:52 UTC 2026","passed","Sat Mar 14 13:18:52 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","259","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 13:18:49 UTC 2026","passed","Sat Mar 14 13:18:49 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","22","Create Visit Invalid Required Fields","tests.api.open_msr","Sat Mar 14 13:18:56 UTC 2026","passed","Sat Mar 14 13:18:56 UTC 2026","TestCreateVisit","test_create_visit","",""
"","2591","Login As Disabled User","tests.ui","Sat Mar 14 13:20:09 UTC 2026","passed","Sat Mar 14 13:20:11 UTC 2026","TestLoginUser","test_login_user","",""
