"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","129","Create Patient With New Person Admin","tests.api.open_msr","Sat Mar 14 13:40:43 UTC 2026","passed","Sat Mar 14 13:40:43 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","14","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","","test_create_person","",""
"","86","Create Patient With New Person Invalid Nested Person","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","19","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","","test_create_person","",""
"","416","Create Patient From Existing Person With Role","tests.api.open_msr","Sat Mar 14 13:40:40 UTC 2026","passed","Sat Mar 14 13:40:41 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","458","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 13:40:38 UTC 2026","passed","Sat Mar 14 13:40:39 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","61","Create Person","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","","test_create_person","",""
"","62","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","18","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","","test_create_person","",""
"","91","Update Active Visit","tests.api.open_msr","Sat Mar 14 13:40:49 UTC 2026","passed","Sat Mar 14 13:40:49 UTC 2026","TestCreateVisit","test_create_visit","",""
"","3698","Search Patient By ID By Admin","tests.ui","Sat Mar 14 13:41:08 UTC 2026","passed","Sat Mar 14 13:41:11 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","280","Create Patient From Existing Person Invalid Identifier Data","tests.api.open_msr","Sat Mar 14 13:40:43 UTC 2026","passed","Sat Mar 14 13:40:43 UTC 2026","TestCreatePatientFromExistingPerson","test_create_patient_from_existing_person","",""
"","6470","End Visit","tests.ui","Sat Mar 14 13:42:42 UTC 2026","passed","Sat Mar 14 13:42:48 UTC 2026","TestVisitActions","test_visit_actions","",""
"","45","Create Visit Invalid Required Fields","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","TestCreateVisit","test_create_visit","",""
"","18","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","","test_create_person","",""
"","4311","Search Patient By Nonexistent Fullname By Admin","tests.ui","Sat Mar 14 13:43:41 UTC 2026","passed","Sat Mar 14 13:43:45 UTC 2026","TestSearchPatientByAdmin","test_search_patient_by_admin","",""
"","26","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","","test_create_person","",""
"","108","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 13:40:45 UTC 2026","passed","Sat Mar 14 13:40:45 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","23","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","","test_create_person","",""
"","86","Create Patient With New Person Invalid Identifier","tests.api.open_msr","Sat Mar 14 13:40:44 UTC 2026","passed","Sat Mar 14 13:40:44 UTC 2026","TestCreatePatientWithNewPerson","test_create_patient_with_new_person","",""
"","23","Create Person Invalid","tests.api.open_msr","Sat Mar 14 13:40:46 UTC 2026","passed","Sat Mar 14 13:40:46 UTC 2026","","test_create_person","",""
